session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent
HWS-005-BACS+,1,10,BACS+,limo02,1784195741348917823,1784195904827819531,0,0,163478901708,3,-80.02,13.68,0x7a0d6f606aa9ff1e74d3a6b2b918eb9631d773fac197771299c393f9b84cc7e45b0b41a0181615ced9ed54dc816b1239e31ae472,52,868,7,125,4/5,0
HWS-005-BACS+,1,11,BACS+,limo01,1784195745633166858,1784195907595094839,0,0,161961927981,10,-102.02,-1.23,0x7aa8efcc019d28dac8ecfec19901477e1856cadae2bb5230e8c172b969347950bf8be69ad83f32344ccd006819af8edd01fab2e6,52,868,7,125,4/5,0
HWS-005-BACS+,1,12,BACS+,limo02,1784195749224855979,1784195994424138225,0,0,245199282246,10,-106.71,-3.43,0xdcd444bfc2ea7953ec11fbae43315db4e921116b7e9e2d6e15119cac817622b5413bec1b22d5fb7b535562e1308f839c65e2f997,52,868,7,125,4/5,0
HWS-005-BACS+,1,13,BACS+,limo02,1784195751771497396,1784195911439041777,0,0,159667544381,2,-86.99,-2.15,0x7b4514fb174437591c2e82a547b0454fea90996a2bc57ccc1837757a6cf82e752d08c2f5e3bdacb16072927d4608f2cd4234b234,52,868,7,125,4/5,0
HWS-005-BACS+,1,14,BACS+,limo02,1784195755947950583,1784195953786972937,0,0,197839022354,0,-97.25,0.56,0x2087ba77cb1c81ef177a6e58810c001b3a64d4c015d69c66570788ea57ba2e73e2f08bc0e343188b2c8f428007515ddad4f858ce,52,868,7,125,4/5,0
HWS-005-BACS+,1,15,BACS+,limo01,1784195760816913383,1784195809833040597,0,0,49016127214,9,-106.48,14.48,0x3e7069840aeed1538008b051f4efe66449b6d4a8fd94fe48ad84d3565517cd90ab4611493717ef444547220c0d9d26e7f5231f47,52,868,7,125,4/5,0
HWS-005-BACS+,1,16,BACS+,limo01,1784195762362496625,1784195839716532896,0,0,77354036271,5,-87.78,14.60,0xa050b28b70a86e98b434f53fbc2db055e1082a1fede54b13442ee42317760acc5c89ebb1e041146072d51e000eec3b4d571efc3b,52,868,7,125,4/5,0
HWS-005-BACS+,1,17,BACS+,limo02,1784195765244396644,1784195846945594176,0,0,81701197532,3,-86.48,9.51,0x81af4cd0b9bcd8f55015697176782036918ea6da3bbe6b792b51e535f156c79cac0d9d0270807cc103d992c8103f6f7b4155f566,52,868,7,125,4/5,0
HWS-005-BACS+,1,18,BACS+,limo02,1784195769887035239,1784196061236593451,0,0,291349558212,10,-90.27,4.48,0xa9388217f498bdd85c443d9961fc93caaed7173d884ed5a4f145d8b2f063681da6cdbf625f6f0cc16f059a02c3e2daddd64e7941,52,868,7,125,4/5,0
HWS-005-BACS+,1,19,BACS+,limo02,1784195775382733876,1784195926054211661,0,0,150671477785,0,-89.15,1.72,0x0ef0d0c4f23d8e00c264726fc3a990dc5e45c1417ae2ac0f0fd905f4fcbb1786593eee506f63cc80d25af8973a0fe8d2856f8572,52,868,7,125,4/5,0
HWS-005-BACS+,1,20,BACS+,limo01,1784195775299231388,1784195869657223474,1784195869657228011,1784195869822364076,94357992086,4,-93.58,11.79,0xefb1fb601c670ff8bddd930e4a63d89931f62d8ee8a53f086632713d94d83f167b0ddfc431a96b10b8c53c4e713112491d39e06d,52,868,7,125,4/5,1
HWS-005-BACS+,1,21,BACS+,limo01,1784195781431152042,1784195950998527867,0,0,169567375825,1,-90.79,-2.75,0x54f8cac0d3bd2fb4aba82ec532424756827bb60b8ece3f5e5b73cbb091e842d0b4cf919095274944d37ab8df2bcfa34ccd8f092d,52,868,7,125,4/5,0
HWS-005-BACS+,1,22,BACS+,limo02,1784195786146071487,1784195881570793305,1784195881570794847,1784195881745404661,95424721818,1,-105.56,10.26,0x9c2d3cffde805d780f2a8fd7559e73058b9b1deb93732cd2fb7f3e05092172c6e227e2e0ca0cb342824431596244c814e960ccf5,52,868,7,125,4/5,1
HWS-005-BACS+,1,23,BACS+,limo02,1784195786571439234,1784195944495870442,0,0,157924431208,4,-104.55,-0.23,0xb04fabe81d5775d8863c92f16a425834a3d342489decea3d4c2f379cff3044c097a857337b6d405ad8803630d3d65df5927240c2,52,868,7,125,4/5,0
HWS-005-BACS+,1,24,BACS+,limo02,1784195790699639410,1784195834906167684,0,0,44206528274,3,-101.21,14.28,0xbcadf5ea3988a2c156bd50dcbf4597d87f2d8c74b78bcdaf86d812a994d27206fa6890aff3cf1cc7fa9c32738293599f429794b4,52,868,7,125,4/5,0
HWS-005-BACS+,1,25,BACS+,limo02,1784195792855891730,1784195949599057566,0,0,156743165836,8,-103.64,3.16,0xcce0617384ef10fa5706c8364b4ddea82c098a16d1f86eb183ffdebcb6eecd80ef34722df3fcc9ca74397115ee071db93e73cca9,52,868,7,125,4/5,0
HWS-005-BACS+,1,26,BACS+,limo01,1784195797713119077,1784195963785666536,1784195963785671009,1784195963960477997,166072547459,5,-80.80,10.74,0x155fb2ec508fad17f23d8cd0e174194710b612bbfbcd836ae6620a19ef9ac725f91474db78a0e84687a2d3a4f69c6da1a4be0ea0,52,868,7,125,4/5,1
HWS-005-BACS+,1,27,BACS+,limo01,1784195802577787025,1784195966285336057,0,0,163707549032,2,-109.13,-2.33,0x95c95001a71b9042dc35e52970e29aa846b3a457dc18d446201150a9fcd613799350be279f3ddfaebcfc8c60c534ab7e85aa5f40,52,868,7,125,4/5,0
HWS-005-BACS+,1,28,BACS+,limo02,1784195806599350833,1784196022552121559,0,0,215952770726,10,-82.61,0.41,0xe3633589c5e905338570477bc21863e362de91e5e959ec6f5130a499e4b6af4b3b388e877c1f820e3064ce5c2b25370681ef18dd,52,868,7,125,4/5,0
HWS-005-BACS+,1,29,BACS+,limo01,1784195810277464752,1784196067871838594,0,0,257594373842,2,-83.27,7.12,0xde76a348d6049d257ff5036dfbb89257e7461cf20f9d7f5515e4f34e29a7d2e380b81e469389debbf4e7d68f9744d05d8217c563,52,868,7,125,4/5,0
HWS-005-BACS+,1,30,BACS+,limo01,1784195812150945908,1784195975354494517,0,0,163203548609,3,-95.13,13.62,0xb74e65037bd811e954d90e305bc12322caa237cb4b498cdbc0bc7f371164dbf56836ce151635a4a12519639bf382c50e1df9fe0c,52,868,7,125,4/5,0
HWS-005-BACS+,1,31,BACS+,limo02,1784195817117007410,1784196142616158151,0,0,325499150741,0,-91.18,2.79,0xcb5f8fc26d80b73009ef074d767082f5dfdc5fd2f84174b711f8c3e5f7894158deae1bba85cf864c1b9d6e2035ca8c68eaf3f662,52,868,7,125,4/5,0
HWS-005-BACS+,1,32,BACS+,limo02,1784195817000708010,1784196090611288009,0,0,273610579999,1,-99.51,6.33,0x41953d62903ab81526ce14a7c8514fa6e1e487b02cd9ee2e4a1631f32ceccb69acd398953af31702d9da55e0d242e4bf60870ecc,52,868,7,125,4/5,0
HWS-005-BACS+,1,33,BACS+,limo02,1784195820324276727,1784195972437280025,0,0,152113003298,9,-90.27,2.09,0xd58095dc341b1fd9df9b16b8ddc0dd8222ba423d2f8437c6b16d7f206b5345af04438f90056e70260840835e78135d362e4776bd,52,868,7,125,4/5,0
HWS-005-BACS+,1,34,BACS+,limo01,1784195823911028778,1784196164395762825,0,0,340484734047,5,-98.05,-1.64,0xa97603b04174d9ddfbda1266d754d0bfb9c08e48c2b56bd3ce3d7489a5c65c24dce1ec1fccf96763c010d59fb584bca605d752cc,52,868,7,125,4/5,0
HWS-005-BACS+,1,35,BACS+,limo02,1784195830625346987,1784196015586477208,0,0,184961130221,3,-88.19,-4.08,0x90b66b56eb29bc5b27d4efa45d6c418448f49fb542164d7fddc89be2c28fa38d31adea2ffb8276bb1e5e131cf570e35169ed6384,52,868,7,125,4/5,0
HWS-005-BACS+,1,36,BACS+,limo01,1784195833110755120,1784196127047848484,0,0,293937093364,4,-86.14,12.80,0x88c697f96c16a5573ecd16b7a39359d3a4cdb4668d0368af1397c22be722df230ce40a83145d3aa75733f006e18dcd930ac2c7f5,52,868,7,125,4/5,0
HWS-005-BACS+,1,37,BACS+,limo02,1784195835993732618,1784195959236209667,0,0,123242477049,5,-91.19,3.54,0x5efe636693aa508539f5926d5f6af55635153cd0fe99f17fa8cc6ecbee74dc4014ae1d2a444ae5d8a353a3ec452712b63eb12d83,52,868,7,125,4/5,0
HWS-005-BACS+,1,38,BACS+,limo02,1784195840938945812,1784195947053268984,0,0,106114323172,4,-98.49,6.51,0xc574737d923016e9bd2139b872fb79ab7b7340623f000c54870aa32bd238df481c224cf612afa21a48ce2f8c30395dfd6019e18b,52,868,7,125,4/5,0
HWS-005-BACS+,1,39,BACS+,limo01,1784195843577385787,1784196076159295046,0,0,232581909259,3,-102.09,12.65,0xbe410fbe9bf00aac1f40b77de8a14d5c56c7e700f4da37c686213d9039a1fe4af0f3a6215958cb5c233a5f1a6dcd9ada055f4c06,52,868,7,125,4/5,0
HWS-005-BACS+,1,40,BACS+,limo02,1784195846534564013,1784195988762058573,0,0,142227494560,0,-95.86,7.97,0x35eb842ffb771684b6834c95103b5a49c7b8c3c29a446399f131fb86eee2a43e69403428ad755603e7dce1827354a53d5508b280,52,868,7,125,4/5,0
HWS-005-BACS+,1,41,BACS+,limo02,1784195850070309940,1784196016411270730,0,0,166340960790,9,-99.44,5.41,0x753443d6b9c7d2a74f4f8b23c02701d7c53cc8ff3bfe1d20eb122d9eb8ff4708cccd7e957c7402f2e4760bbd92255f9ed3bbc337,52,868,7,125,4/5,0
HWS-005-BACS+,1,42,BACS+,limo01,1784195854237368350,1784195975640552387,1784195975640556465,1784195975813633008,121403184037,5,-91.83,11.70,0x53ab1ce0835d9e0617006bba9bbcf1dafb2b9480377d64db344eeaf36121aa85a82dc2c11a9424cb4360c937428896c253d9797b,52,868,7,125,4/5,1
HWS-005-BACS+,1,43,BACS+,limo02,1784195856227120067,1784195978087973795,0,0,121860853728,2,-87.39,9.52,0x7cd37076a4e5207367ce8f2ce64ad3f2748ae485294dbfbcb3abf52063ddd7447f344f93caa6f276e7e03440e38d2aaeb6649cb8,52,868,7,125,4/5,0
HWS-005-BACS+,1,44,BACS+,limo01,1784195859167316620,1784195922566211395,0,0,63398894775,1,-107.05,5.15,0x53fce1c97fe6fed5c52ea834e50e69b3a22a685f5e542376bf79e0a98becd5504c058dbea3b44447136c6a1534f21079bdbda676,52,868,7,125,4/5,0
HWS-005-BACS+,1,45,BACS+,limo01,1784195863711198058,1784195971794472422,0,0,108083274364,5,-104.88,-3.29,0x8f3ea5b8391b7c7412815a37ae35c5af70564ed616da2b5c7cc8b2a65f6074ef7c702bfcca6e22d67815ba1860ee37ee1ea524ed,52,868,7,125,4/5,0
HWS-005-BACS+,1,46,BACS+,limo02,1784195866027851387,1784195995047714880,0,0,129019863493,6,-96.67,-4.13,0xcae7ed53dc285dc115806ed3d685669ac0c7494878c22f50111e5b0e6f945d239c2286e43307d8ec98c453dfc33e3bfd20cf80a2,52,868,7,125,4/5,0
HWS-005-BACS+,1,47,BACS+,limo02,1784195868870589202,1784196051594040625,0,0,182723451423,6,-97.17,7.46,0x19582ede8d6f9185a47a9b04ac8998e2f9635340ce034761f198760c7e62b5a8c96b3ab1435fcdeeaa27607ee262e0bc79eaca91,52,868,7,125,4/5,0
HWS-005-BACS+,1,48,BACS+,limo01,1784195874927351107,1784196165861800849,0,0,290934449742,5,-83.15,13.70,0xeed6422a4f92755ad4234126fccf8858ff39009c2b129e87a6b0c1920dda451743d50a1ea9227bc201f50c10dbff78e9ab9df338,52,868,7,125,4/5,0
HWS-005-BACS+,1,49,BACS+,limo02,1784195876036413141,1784196079612169749,0,0,203575756608,4,-99.25,-0.82,0x35673ad6fe8382e91b4e3e1fd3a35295e3c9b32fcfe9bfa39b309a6559d9e15fd446a567cd37a625271215ec089cc46745db5e11,52,868,7,125,4/5,0
HWS-005-BACS+,1,50,BACS+,limo02,1784195881707187134,1784196045213525072,0,0,163506337938,9,-84.75,2.00,0xbe46256a07e270710a60be1eb2dc8f4e8afd499d3ad45f8eb347a4d9b739fe03187e8b539d700455d114177384e3875e2afae02a,52,868,7,125,4/5,0
HWS-005-BACS+,1,51,BACS+,limo01,1784195884331764749,1784195948103495021,0,0,63771730272,8,-81.74,5.66,0x63f2958030313ad39fa91b16090e20e7438ded8c1c365c6595834a8f7d651a475ecc45f47aecbb6370efeb090619a9cc75857b8d,52,868,7,125,4/5,0
HWS-005-BACS+,1,52,BACS+,limo01,1784195886154212960,1784196166048705606,0,0,279894492646,10,-88.89,-1.16,0xa5f20398473c08dd82f46b5db26fba78d37b3b97de5cf042a49e8a2cef123892c7622ab6a854e389733c4c7dfad2a1b5f931749d,52,868,7,125,4/5,0
HWS-005-BACS+,1,53,BACS+,limo02,1784195890775939342,1784196027927940726,0,0,137152001384,3,-96.32,13.09,0x239c8e46fda8f76d18651567159d817e0e37ab1c105c765c7bfa6e8d3f1a684f1d7f9c6a8c1f77a4217e68924b00b07fec406ad5,52,868,7,125,4/5,0
HWS-005-BACS+,1,54,BACS+,limo01,1784195894599670703,1784196004757533371,0,0,110157862668,10,-95.82,-0.98,0x1d58cd39eaac1bc7d5504848449f093b284b16a7a97ee49aef62bb8cc8eb3c5bf3ed5f8724b643dafcebfd5634a85dfeed56558a,52,868,7,125,4/5,0
HWS-005-BACS+,1,55,BACS+,limo01,1784195897433869007,1784195992008906596,0,0,94575037589,1,-108.56,-2.45,0xb6a0316071c801db05d063b1849dc57f200e0376014a3fd9ab88b4a40c986cb25284edff00588843e51122e0faaf12dd5197c430,52,868,7,125,4/5,0
HWS-005-BACS+,1,56,BACS+,limo02,1784195900085129471,1784196056509837060,0,0,156424707589,2,-98.25,4.64,0x10059e8e5c559486e0f69c7060ab44aef54c8c93dbc98671401a5b9e11cd244d8daff9b61620568928097bafc9bde4e8134b8969,52,868,7,125,4/5,0
HWS-005-BACS+,1,57,BACS+,limo02,1784195903732036024,1784196128505853375,0,0,224773817351,3,-99.11,0.08,0x7464a4ed5e5067ee453d91ff38fe147c6ca0e9f4287e9b2f81859f7b2ee10b781ee38d8cbb05e49b17709ab073b45331c08b8fa8,52,868,7,125,4/5,0
HWS-005-BACS+,1,58,BACS+,limo01,1784195907608423595,1784196076142343149,0,0,168533919554,6,-84.11,11.53,0xd6369457cc7b5f88884c2ee698a4387f00f1ff0800c21ae1f3db68b779fa8e16027dd757f7b4e82ee45faef3d4acc1387bbb4a52,52,868,7,125,4/5,0
HWS-005-BACS+,1,59,BACS+,limo02,1784195910342857117,1784196014111231292,0,0,103768374175,6,-106.28,-4.17,0x00e6e8373bafff1b52e14919f6d6428a258fc6d7900427e64eec636914ab771977b2b7bc92b3ff3235c59842997ebeb7173a8a6f,52,868,7,125,4/5,0
HWS-005-BACS+,1,60,BACS+,limo02,1784195914235948883,1784195983021495538,0,0,68785546655,4,-107.95,12.29,0xb1e575f8c3028b52074c244494d3587664b42839cefdc97040668a51faf36da782484d75714dd8da8dd0bd973524d3d8146be5d1,52,868,7,125,4/5,0
HWS-005-BACS+,1,61,BACS+,limo02,1784195917395410473,1784196059135691377,0,0,141740280904,10,-100.21,14.69,0x1caa891edc691bcd49c3cab0c1911f82f3dd93e5dee86458379736363f10c957560aa02a1ea3c6c9620be9a35b9ac5f3bd6c864b,52,868,7,125,4/5,0
HWS-005-BACS+,1,62,BACS+,limo01,1784195922542280884,1784196522542280884,0,0,600000000000,8,-90.49,-0.39,0xbf2f930bbbf3d57b70931c92b491c58546538a31d6f5e389842fc940b0324888e7995316e150bbb5ee80b25025854424fd7cec28,52,868,7,125,4/5,0
HWS-005-BACS+,1,63,BACS+,limo01,1784195925591025842,1784196061480863451,0,0,135889837609,0,-102.40,8.73,0xd19a30be130f5f3e5437e1be546dfb0daaac0d85ff1c54a74b2db8e709e23618c94228f4687a7ffa8cbc3aed6a26d0b307a38df0,52,868,7,125,4/5,0
HWS-005-BACS+,1,64,BACS+,limo01,1784195928356153129,1784196013069490458,0,0,84713337329,8,-102.76,11.74,0x773e18532d63e60e4a2068ba4030da14334f06825dd8d4ca3c1b6e77d76ef91a690488e99255bad83c6bf00c83fcdfe1b959ad34,52,868,7,125,4/5,0
HWS-005-BACS+,1,65,BACS+,limo02,1784195931796767462,1784196120840047072,0,0,189043279610,10,-81.45,12.08,0xb0b578f8d4a898655825052b9468085802970b2859de276249e4735759d70b998fead3d8715d5debcc597fa692d6929ac9fd3718,52,868,7,125,4/5,0
HWS-005-BACS+,1,66,BACS+,limo02,1784195935506494406,1784196256558070276,0,0,321051575870,10,-81.64,-1.66,0xad549594d511d74d33532a2a6424ddd3f421d627eb95ef168584657a27e94ef677c737857b377069f76438263ba3741162a7aa65,52,868,7,125,4/5,0
HWS-005-BACS+,1,67,BACS+,limo01,1784195937966494011,1784196048032926666,0,0,110066432655,6,-96.97,3.70,0x22238bba6888586996852adfacb9ef0f22b343a6b942c1f5ba888db2258876d14219bb54fdea5a597a8e1b655b273d703e7d2573,52,868,7,125,4/5,0
HWS-005-BACS+,1,68,BACS+,limo02,1784195944550024733,1784196197329478417,0,0,252779453684,10,-95.55,7.12,0x9ea0e6ac9ea08efc516c0d7a823812f55a52cfb1b67a36421b77a80b60efd74c66e3a6697b7a2afb12cf238d2a5d007a394e3f94,52,868,7,125,4/5,0
HWS-005-BACS+,1,69,BACS+,limo01,1784195945375086141,1784196159193571116,0,0,213818484975,0,-109.95,-2.36,0xd372042725f96bee6c7682a2dd8312bdc3b7d08181282d57591f40754f839e28fe774f5cc5e47ec8c7a26529e023bb2b8a58ad36,52,868,7,125,4/5,0
HWS-005-BACS+,1,70,BACS+,limo01,1784195949974792797,1784196243348060628,0,0,293373267831,1,-106.76,5.22,0x9cb7b629e5a96587eb2a310af66948eca6936a56b06665f747f33b63653d0bc54af2df1f09c82bd6ee04ef688d222861b9215cfc,52,868,7,125,4/5,0
HWS-005-BACS+,1,71,BACS+,limo01,1784195955708830030,1784196069900718342,0,0,114191888312,6,-86.22,-1.24,0xd40b160e7a8c1f1a88fa6438563df46e8da6a60f906f496d1cd9e7112fc59167a49b1b91c0b479216ee1ec3f936d698ea0c8e89f,52,868,7,125,4/5,0
HWS-005-BACS+,1,72,BACS+,limo02,1784195955864788771,1784196008395925364,0,0,52531136593,5,-90.84,4.77,0x10e26a64fb18fe3b4c497833918447074dbe4d11dc55d277ad028eb45a7a26d7830bc5373fa083edb10faa3a741c9b04c7989107,52,868,7,125,4/5,0
HWS-005-BACS+,1,73,BACS+,limo01,1784195959071893555,1784196201622203373,0,0,242550309818,6,-97.02,6.18,0x6af204e3aadda31bd95bbb24fe9b8731730fd1b35887ed03e570f666ab76f9a06c19652db6397fa043ebd94038ae1388de23ba89,52,868,7,125,4/5,0
HWS-005-BACS+,1,74,BACS+,limo01,1784195964945400532,1784196339212196729,0,0,374266796197,2,-83.57,1.95,0xcf4eb33821162dccce4f0312da013ef09bf20b1023cff0548875a148cdea8621548d84737108a373bc3e0980b6aeea917f701297,52,868,7,125,4/5,0
HWS-005-BACS+,1,75,BACS+,limo01,1784195965773687582,1784196054627659735,0,0,88853972153,7,-82.86,-0.95,0x9343d4f2d41e001db3c5f692ea26317a7df0901c99fe6806fcc97370bc653341a76a6659591f13efa18a583ce63b4cb356c053b9,52,868,7,125,4/5,0
HWS-005-BACS+,1,76,BACS+,limo02,1784195970463045606,1784196393377378865,0,0,422914333259,3,-94.14,3.94,0x126bfb42bae7ad6fe1285da9f0a1d231eb11e52db42ad0480cf7aee786fe10d482a89976afbc6ee0829d82f66e60431dd48b1047,52,868,7,125,4/5,0
HWS-005-BACS+,1,77,BACS+,limo01,1784195975630268639,1784196303256828342,0,0,327626559703,4,-102.55,5.64,0xc41c8005c8a37f499fab54a12b426fec5ae6b121f2073bac72ab7288d119608e596063b0c618c7409767078f39f631dc0455e755,52,868,7,125,4/5,0
HWS-005-BACS+,1,78,BACS+,limo01,1784195979289229269,1784196079749339667,0,0,100460110398,10,-94.47,9.53,0x9bfd532232987f46ef60ec56b42351fec55dfa488ac51254a1da8cc4ad5431b10de5348aead7260520331794da164fcc42dd4ba3,52,868,7,125,4/5,0
HWS-005-BACS+,1,79,BACS+,limo01,1784195980939223404,1784196147844156166,0,0,166904932762,7,-90.26,14.53,0x3a9471e9d60d6e5a29abb634de9e3e41bb7aa85eadb0b005e408cb2c146c57e31cc933b2c723e52fc359c224873c237c091f0c9c,52,868,7,125,4/5,0
HWS-005-BACS+,1,80,BACS+,limo02,1784195984814911679,1784196124971022217,0,0,140156110538,8,-102.34,1.39,0x1f63bc22f3632cc162d7d9aa50634d97d52ba86602fbc77f25f16a9622b83180f59f86f0ee136876b212e0ac8e5e4677c8038a8a,52,868,7,125,4/5,0
HWS-005-BACS+,1,81,BACS+,limo01,1784195990027691898,1784196075604943817,0,0,85577251919,10,-97.82,5.24,0x9bcebd50e579f94517f5958e391b72cc93dad03e4aed72b8798bd524322e015ee6fcff22859f4b3bc72413b20e99c188f75ee9ec,52,868,7,125,4/5,0
HWS-005-BACS+,1,82,BACS+,limo01,1784195992067480665,1784196428430284135,0,0,436362803470,1,-106.94,8.15,0x4b7ed4ddb2ca3e38753c8c10754e02b9c6b7a0e103703900b08c3c0e0acbdca3b3f64142566f8719923f70fefff54ba6018eb9bb,52,868,7,125,4/5,0
HWS-005-BACS+,1,83,BACS+,limo01,1784195994118925392,1784196121071016520,0,0,126952091128,2,-107.91,11.31,0x5bbcb94af141143d812b6daf8b030c9a74769e31e27ab41bc066834a281c1a7c31c23887ea39d1ae50f73abde8bdd084036cba22,52,868,7,125,4/5,0
HWS-005-BACS+,1,84,BACS+,limo01,1784196000321523931,1784196093839093760,0,0,93517569829,4,-86.86,12.75,0x6a07f2b3b8ee74b4e515cb46301a283ffc7c5fd3d020bff0715a71a5dbc714d84bc270a13e0232b7b3d25df1805b76c796657289,52,868,7,125,4/5,0
HWS-005-BACS+,1,85,BACS+,limo02,1784196000827585968,1784196088724379335,0,0,87896793367,7,-84.02,9.26,0x9a9b149c6e4a543b42bc5e0e4a2a5762553d8a83a55442eb533399c9c123fa13f45501e9f681472b5270ceea85514f760ef5be6c,52,868,7,125,4/5,0
HWS-005-BACS+,1,86,BACS+,limo02,1784196005919140456,1784196264831377090,0,0,258912236634,1,-83.69,0.55,0xa155f47c7a03454037a199a7cc32cae4620edb47896de32041db511a2f33d2c39048e8469f01823dc9cc93320138b5d99a5d49b4,52,868,7,125,4/5,0
HWS-005-BACS+,1,87,BACS+,limo02,1784196010943736454,1784196139537745953,0,0,128594009499,1,-87.14,9.58,0x099c5012c601fe17e913f417f59ae3ac41b0826ddbc2219d0bf63881a5920ef529ceebe87252edbdbb0d2ea91cf1ef2f32e19ac9,52,868,7,125,4/5,0
HWS-005-BACS+,1,88,BACS+,limo02,1784196013735394549,1784196113525249846,0,0,99789855297,7,-103.94,-1.81,0xb77e23d08de02617cb2f3864f23659f560b6aa3e5b15d256edfdd77c7af7c50023a0bc01f3c8e2aae142d07a5fb40201120c8ead,52,868,7,125,4/5,0
HWS-005-BACS+,1,89,BACS+,limo01,1784196015975494765,1784196226699076260,0,0,210723581495,0,-83.66,-4.88,0xf4a78846892b9dccc7c727c2580d4aa1ddcb387c9a732ae5ac5a0ee16a2ee352b9d3f993efad685e2625be34b029902722521009,52,868,7,125,4/5,0
HWS-005-BACS+,1,90,BACS+,limo02,1784196019582101933,1784196173210001583,0,0,153627899650,10,-82.65,6.03,0x0e0eca2ccf625393be07c8039d631dd6c761922b93d1e6131a483aef4e15425cea03af560a1121d0972457532ea6c8102380dad4,52,868,7,125,4/5,0
HWS-005-BACS+,1,91,BACS+,limo02,1784196021162645659,1784196094648812825,0,0,73486167166,10,-106.41,0.86,0x7d99cf9ba242b1daaacefe4a0deb16e71f1761ff8dd3f6c81810e816c04a705ff566f0b1b32d11768c538102363660b4597b84c2,52,868,7,125,4/5,0
HWS-005-BACS+,1,92,BACS+,limo01,1784196025479590628,1784196106921743021,0,0,81442152393,0,-99.80,2.23,0xb4fc6afd3ef6b095726cc3407718d6e6ae8314cbfcdc78866350046548b1c8772a986ce6e9590e4e61587bc6e6d9e2759581bc5a,52,868,7,125,4/5,0
HWS-005-BACS+,1,93,BACS+,limo01,1784196030504196546,1784196444447161906,0,0,413942965360,6,-90.04,9.43,0x8871709ec5a272589b81cc2bf779c00d9828e5e389eba8ff370a7d687c6520fd5d111fcfd267764dde16e867d8e154f93047ccfa,52,868,7,125,4/5,0
