session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent,deferral_s,channel_delay_s,packet_age_s,airtime_s,measurement_status
HWS-002-FIFO,1,37,FIFO,limo01,1784022267641968198,1784022427723537945,0,0,160081569747,10,-104.38,14.10,0x9b7c031146fb756a342f7ed8019b05cfd3fa2544738f2bc08fc486fb171f215723519adaa03ea51bbba9c3a4e8b12cbaf4f21b22,52,868,7,125,4/5,0,160.081569747,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,38,FIFO,limo02,1784022270546173817,1784022409968685730,0,0,139422511913,2,-100.38,7.57,0x79fa03e5a7ecb4853ab4131fb2d917536e41559aa5214af8b7984646ce6ed09063d3e0df6719201b51103ad015a969c5f3ca0c2e,52,868,7,125,4/5,0,139.422511913,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,39,FIFO,limo01,1784022276401933808,1784022387028757724,0,0,110626823916,9,-93.34,5.23,0x7c4d17e445e825b42586da9b073c2780c63a0e8df22e51651324c2c328c548a30f5dfe95b7ad7ddaf20e627b2d06532b238e0f44,52,868,7,125,4/5,0,110.626823916,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,40,FIFO,limo01,1784022277792618612,1784022377055482541,0,0,99262863929,3,-106.29,10.41,0x8979b43b18545c6ae5b973623c52e0c4317b105444a928ac66330406c2243d28cf2e804ad44f4c274e9faed177385260fb64de23,52,868,7,125,4/5,0,99.262863929,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,41,FIFO,limo01,1784022280459359774,1784022483446660262,0,0,202987300488,6,-84.72,8.34,0x789a125900a9f337458ba848210a8f7216f513cab21dd82aca53f7e65c7693b94a675cf522d913c84b13a4904625a393f96b26a3,52,868,7,125,4/5,0,202.987300488,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,42,FIFO,limo01,1784022286420610999,1784022419668083068,0,0,133247472069,6,-103.49,2.70,0x4917466013f0e0fc0f914b6ba2e6b9fde6f8875204f4f614c6a68303a1dc03b41afced3d9561e842cd456689f797457501e867cc,52,868,7,125,4/5,0,133.247472069,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,43,FIFO,limo01,1784022289419245940,1784022409765680700,0,0,120346434760,8,-94.88,11.90,0x70ee709f0e70c7ca5cf6c0b9ce8f1818d931fabfd3645154f607e21d6a0dee6522da7db6f1ee7e0f0110190aafb429e21ec6a9cd,52,868,7,125,4/5,0,120.34643476,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,44,FIFO,limo02,1784022292530086310,1784022429007039870,0,0,136476953560,3,-84.33,-2.75,0x8d562a4fc1be524408994a2cb0611e164514121356036f3cb108f7934a64057f3daacef5517ee792afe4064026441404b9bcc63f,52,868,7,125,4/5,0,136.47695356,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,45,FIFO,limo02,1784022294152897005,1784022376075549389,0,0,81922652384,5,-102.37,-1.45,0xb008d26785b1408fa15ca9081565d055acff7f03516bc56ba248e00199d47ee7aab53a5c991aa107aa39a8d348f6cf72260b9ff4,52,868,7,125,4/5,0,81.922652384,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,46,FIFO,limo02,1784022299882965390,1784022531677900481,0,0,231794935091,10,-96.85,14.46,0x01ba0660cbf3a505fd514111e32ffe8b0d2ed1660b68ec7f00e44241197ca459f5f760610acc702a3571f80d738b584e78210023,52,868,7,125,4/5,0,231.794935091,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,47,FIFO,limo01,1784022304481831194,1784022565328203301,0,0,260846372107,10,-95.54,4.35,0x52286bcc89a31d30048ba83209c545fbd62816dfbb24426e6b917971825d68840593f800aaba578379df1dd8bd99c15ac896f4f9,52,868,7,125,4/5,0,260.846372107,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,48,FIFO,limo01,1784022306432555772,1784022492793407741,0,0,186360851969,3,-87.54,1.62,0x3ba80a0b45e5a26c6565cb1fbd0f77813bd5bcfcd647a1b7c29f2ad15201f5b6a98695a8c2dcf8baa9a9421858248cad158ec01c,52,868,7,125,4/5,0,186.360851969,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,49,FIFO,limo01,1784022311299306806,1784022461430124589,0,0,150130817783,0,-86.06,0.49,0xe0fbd27f61f85e48221d58786d805aef73af8322bea74d860831ff0df7af0b9608813352fc60e7e24eb22fd9543827791a5212fa,52,868,7,125,4/5,0,150.130817783,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,50,FIFO,limo02,1784022313159726664,1784022525035036791,0,0,211875310127,10,-106.03,4.65,0x1a1965891efbbd402cf68a5843f4c80db2bfb40b89a8db782fd0b67bfb4bb9b9ed81d904b2e05bf36ca4943aca29579daa573229,52,868,7,125,4/5,0,211.875310127,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,51,FIFO,limo01,1784022317287780195,1784022475302911581,0,0,158015131386,9,-87.81,5.21,0x11de0a97dbab1222b1456d8d7d69f6f1af2ff17e1e9eecb536bff218d484f156e4027402d96cf8d413cd0e72b622673ec0bef72d,52,868,7,125,4/5,0,158.015131386,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,52,FIFO,limo02,1784022320808093586,1784022403222450407,0,0,82414356821,6,-99.59,-2.91,0x1c68a26c0c4e4672c15b91c29e598306654fcb47b7adb92f985fa16204a8ab472f9ef4e8c46980ad10777380fe01f18a18f0589d,52,868,7,125,4/5,0,82.414356821,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,53,FIFO,limo01,1784022325925394786,1784022484875059490,0,0,158949664704,6,-81.21,12.28,0xc3e628931727ef10fd62f0ed1bd5e31c445a37822074edbefc8bef6b26cf1964d0bb8e7e757b0afa1fbf190602caa34a6029a51e,52,868,7,125,4/5,0,158.949664704,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,54,FIFO,limo02,1784022328592868515,1784022473665016706,0,0,145072148191,1,-101.26,-3.85,0x8a656f63edb08d5122bb385c1da563e8ee8c1ae5cc6f21137209df7929d4167f267f88bbfe886ac0a42307fa9cbd50a5cfe1ef4a,52,868,7,125,4/5,0,145.072148191,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,55,FIFO,limo02,1784022330908470747,1784022446088711087,0,0,115180240340,4,-91.28,13.08,0xa52439c8f390f5cf42bec7b05f65e20f0ad768143bc5916a4bb43492d7d8bce59f0ffe1010dbb69adf1ba120d668d41d879516d4,52,868,7,125,4/5,0,115.18024034,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,56,FIFO,limo02,1784022334974409629,1784022483289013835,0,0,148314604206,3,-82.86,3.95,0xd16a1dfe7774a92093379c1ee6cb5728d65b070bbd00779a5409ed8155752a2194714bb4e326779421147ca83a14833b43bec45f,52,868,7,125,4/5,0,148.314604206,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,57,FIFO,limo01,1784022338398030591,1784022575287675329,0,0,236889644738,2,-96.10,11.62,0xf4a15ad8acf7a044c47a2be5b434b00611ee216f30635535c761374c60f7e98636220e0a52e5e440f665a2dab3a36f8aa91132e0,52,868,7,125,4/5,0,236.889644738,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,58,FIFO,limo01,1784022342659682351,1784022472774854312,0,0,130115171961,2,-94.33,8.60,0x4099f73200f3471c9a73b030e6af1de2965dd28a60390e454982c6a60aba9c52d822ac493b21dd9bbf2d2244ffb0fbe1485152c7,52,868,7,125,4/5,0,130.115171961,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,59,FIFO,limo02,1784022346195149095,1784022711883663459,1784022711883664537,1784022712051871034,365688514364,10,-92.99,11.69,0x3b49116d3baa8d6e28f1c21658cc73cc0a82c05883b08cdcf09398e50430acbe41ce4e2d6257cd21001390b36f1e9a7ba9d92a8b,52,868,7,125,4/5,1,365.688514364,0.168206497,365.856721939,0.102656,MEASURED
HWS-002-FIFO,1,60,FIFO,limo02,1784022348164604670,1784022430054741035,0,0,81890136365,2,-92.25,5.14,0x9f72489c20770c3aa87a082c165b9033a27e53f2242f132242f8357d2fc300e6142ef29f4995f41744eab9100ad5b1299b516420,52,868,7,125,4/5,0,81.890136365,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,61,FIFO,limo02,1784022351326300286,1784022551689632708,0,0,200363332422,1,-106.48,-0.78,0x49669ae99d938c5534e697c9aac20956f5335f521b246c0a898bcef74de6605cb6d081b2b27e853fac9421273856d6fc17095ae2,52,868,7,125,4/5,0,200.363332422,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,62,FIFO,limo01,1784022355342513062,1784022593493542696,0,0,238151029634,1,-95.23,9.84,0x1155260fc34af9742ec24adf0de711ff6c2e1b838f90a52fe07cc6e276051ea589638644b5648516864cd073264609e83a98ab30,52,868,7,125,4/5,0,238.151029634,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,63,FIFO,limo02,1784022359035708858,1784022421281710896,0,0,62246002038,9,-84.61,-2.63,0x03266700679b7f21543b9492bad3af77d19353c6709e29283702a8c131f9ac3d85831aa00cffa24d1046dc7fd3d86dd528457b72,52,868,7,125,4/5,0,62.246002038,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,64,FIFO,limo02,1784022363825019871,1784022481484671787,0,0,117659651916,2,-91.18,9.75,0x16132e18007117c0b1baa9358f3ec64f722fb98c7f11950fa29205bcb8463b1c045add031d5b9fc04c444548a47214c0357acdf5,52,868,7,125,4/5,0,117.659651916,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,65,FIFO,limo01,1784022365720200052,1784022553901259610,0,0,188181059558,10,-96.64,8.25,0xfa7cbe4d83bfff4e1bf3c4f8e490eff391150cb6798ab57a525a9b14f89f62e97d740a2a29df3cff239e20716c9f3bd9d25e66b2,52,868,7,125,4/5,0,188.181059558,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,66,FIFO,limo02,1784022368175002477,1784022702523648509,1784022702523653188,1784022702689597852,334348646032,2,-92.70,14.18,0x554745f00bb913f1c1db62148bda40fa9dfb126f4ce3b6d8a6aacb1d2a9ccad4c08cfa9526209a84ab54ff8115ae0ac04e8e0d6c,52,868,7,125,4/5,1,334.348646032,0.165944664,334.514595375,0.102656,MEASURED
HWS-002-FIFO,1,67,FIFO,limo02,1784022372157090196,1784022510189828334,0,0,138032738138,3,-109.12,2.03,0xe554252ec09c30fda0c5abeecd7dad1e77b717b4e70e1e8be5f6f20be0481d40d108248cd56260dd3881d8fc7e426fed5bf6e327,52,868,7,125,4/5,0,138.032738138,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,68,FIFO,limo02,1784022377124545150,1784022608080153511,0,0,230955608361,8,-87.07,0.89,0x4eb76b9ed688306aef8a368ef21668dfe4e4c264cc150b25704498acd5a7b35a6dac1e71e0139ce56e21c44e0810e86b8e87b6a2,52,868,7,125,4/5,0,230.955608361,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,69,FIFO,limo02,1784022381313993985,1784022735260808710,0,0,353946814725,0,-83.28,-3.46,0xade626e6c3bbff84ac5b8465c84f6464c0bfdcbebd632354d3b3b8a0165f46b7c2cfa7756aca58a13703c4a64e08fbdef4bf1a4d,52,868,7,125,4/5,0,353.946814725,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,70,FIFO,limo02,1784022383338606858,1784022479931968696,0,0,96593361838,10,-84.15,-3.25,0xd97a7bc95b3400cb819a3184539727d7588bf5eda2ffd80d4f21586b1ee7946d05e2cddf11b0ef30dad6c29930aaf05b79ee66f0,52,868,7,125,4/5,0,96.593361838,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,71,FIFO,limo01,1784022387035050936,1784022559316847336,0,0,172281796400,2,-83.48,7.74,0xab46a2c28371ca81a6f0d3f486147fd70311fa6380ab8467d53756a2e7db13f086e046d5c47b2deb1a17f9839742ac67a6c5d4f1,52,868,7,125,4/5,0,172.2817964,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,72,FIFO,limo01,1784022391033361310,1784022593933835167,0,0,202900473857,4,-86.01,12.25,0x80953816f7075362703f9c584ec9fcd1c0c51608fb68f654b11ec3f496556cb0841c32a498a8c60fdfd6891053e01f53adbcf6b2,52,868,7,125,4/5,0,202.900473857,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,73,FIFO,limo01,1784022395695548022,1784022615077969594,0,0,219382421572,5,-89.05,10.33,0x2124e0f288520ded1aa61505df5125ff7230ac29b07d6144cf55b798bc6b5ec0decf9ee488d1b0884e381a650780a6bc55e7df6e,52,868,7,125,4/5,0,219.382421572,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,74,FIFO,limo01,1784022400000480965,1784022684993695650,0,0,284993214685,10,-89.85,14.20,0x2797046466059558eff5be5aa128785df7ba2622c081e171d61a83145b3094ed67b64037ca76bb1faa038877f1362cb85f9ad2f9,52,868,7,125,4/5,0,284.993214685,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,75,FIFO,limo01,1784022399894775536,1784022609784003531,0,0,209889227995,4,-87.92,9.43,0x423940e2b183f6309a6cf6a55b6348a842aea1759a2c0e1a15151a7999fe865bac6518471c3b04a900b6e40fd0235ea7eca67056,52,868,7,125,4/5,0,209.889227995,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,76,FIFO,limo01,1784022403980908503,1784022764966066866,0,0,360985158363,9,-86.42,8.20,0x937320b4e6f13de2a9fd750753951b4fe7d6c218cf5530907b7c23521c053f60da7258578b80b824a14dfa5b6fbd425432ee0aa5,52,868,7,125,4/5,0,360.985158363,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,77,FIFO,limo01,1784022407530020810,1784022560679246481,0,0,153149225671,7,-96.18,3.71,0x7a15d56b4ca85aa5f733d1039df952cbed4edf1848e62488412c4a481571192627b10d063d61c38401ce4a1cb56f47fca59c988f,52,868,7,125,4/5,0,153.149225671,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,78,FIFO,limo01,1784022413736929753,1784022685659502717,0,0,271922572964,10,-99.09,-1.93,0x1c5aea8c51b127d25422cd2f6bf63ba8e32e6f9b31e187215af4d91bd43fdb96ec22255e608c08d64804881ead421c25476232e8,52,868,7,125,4/5,0,271.922572964,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,79,FIFO,limo02,1784022413921085514,1784022501870698190,0,0,87949612676,8,-81.19,5.34,0xfc0371c6cd893deac7c6203fa8e2bf2ea9021398c5ec22240a3f73fd06247b8346aaf78c5af85cc828b9968b3063147697410fe5,52,868,7,125,4/5,0,87.949612676,,,0.102656,NOT_RECORDED
HWS-002-FIFO,1,80,FIFO,limo02,1784022418873518704,1784022592034947972,0,0,173161429268,5,-101.44,3.08,0x95b94441db4f4d4c2dc03853adb6fc8bb61b91990798fa03eb034ffd8b6f4cbdb52a0119f8633ea8f4b4a17c6531218fef0421ea,52,868,7,125,4/5,0,173.161429268,,,0.102656,NOT_RECORDED
