session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent
HWS-003-BACS,1,12,BACS,limo01,1784110464816502315,1784110654119425316,0,0,189302923001,6,-102.26,1.49,0x6a4d5a6b2efbfc8b3a4d77df62fcfe49862a20ebd8bd1bfd9d850f3d7da681887cf694aa3e3f73b5a4a5f7e855e8a86839cce9c9,52,868,7,125,4/5,0
HWS-003-BACS,1,13,BACS,limo02,1784110468050014913,1784110640489302230,0,0,172439287317,7,-91.92,-4.47,0xad2071e61d5dd3fea02b4f10d0a4128fb35139e19a27a13ef8cdd6fefdbbac414441a336768c04a937a9314ef7038a8abb2b8977,52,868,7,125,4/5,0
HWS-003-BACS,1,14,BACS,limo01,1784110471789851164,1784110622961257915,0,0,151171406751,1,-90.07,1.00,0x9c093aa058a67ee94626f6e06ef5cd6e890d3f883cf7cd2517c8700ceba26cd257d27596fb23f391fccb329c74369b77e287b7a1,52,868,7,125,4/5,0
HWS-003-BACS,1,15,BACS,limo01,1784110473826658829,1784110670740082170,0,0,196913423341,1,-95.78,5.49,0x54601aac3ec2ad359e274fe007a98dcb8b5f846a75c9a471179a6d24569948e0af8b502b33f060b10fd331381ecd381d23c51254,52,868,7,125,4/5,0
HWS-003-BACS,1,16,BACS,limo01,1784110478178358338,1784110595944535577,0,0,117766177239,0,-81.56,-4.21,0x847b9bc54af37789d0f75fb05235473c91f91043314aa2529b43587270c58f200e50282dfa41a556edcde5f345220d1eae72f86d,52,868,7,125,4/5,0
HWS-003-BACS,1,17,BACS,limo02,1784110480735904836,1784110617626318085,0,0,136890413249,7,-89.95,12.68,0x1e23eee7741f1959fa17530b305432962f3c5498537c8d6f7c23541ca081e7f7e8fd1c50bec18345614606f525d3e6ea7a1c1e0b,52,868,7,125,4/5,0
HWS-003-BACS,1,18,BACS,limo01,1784110483885943079,1784110675586690057,0,0,191700746978,6,-84.17,-1.58,0x062a465343e0c559e8bbda033671ebd67c9ba183dc05d450d1bf48597326e3545d20f89209c9e1a89f1e3c569e2b0a5ac391738e,52,868,7,125,4/5,0
HWS-003-BACS,1,19,BACS,limo01,1784110490256219344,1784110669619044817,0,0,179362825473,8,-98.19,-1.24,0x306c2cd7fd0644c34d172cb0980ccd3a9d405725303e70543a76de086bc51ad3007d8a2246feb846be72e10f2aca879ed14c67f4,52,868,7,125,4/5,0
HWS-003-BACS,1,20,BACS,limo01,1784110491556372523,1784110739459807328,0,0,247903434805,8,-105.13,1.23,0x5e2ef4044620ec6e7c394c1156e1b9d1c29003d7efd284be28afc1456d10d24b7d7b7b93f2699e049536f992eafacfe4d3bd094b,52,868,7,125,4/5,0
HWS-003-BACS,1,21,BACS,limo02,1784110495749676884,1784110678400739388,0,0,182651062504,7,-88.97,11.04,0x2e6b7a8cebbad1cecbb2196ab5f8fbe40bd3348103fc31ee7bb684a03fb7309bf3211d282500a0138816c6f0b51157f6b6a2e20e,52,868,7,125,4/5,0
HWS-003-BACS,1,22,BACS,limo01,1784110499014091329,1784110640282605073,0,0,141268513744,6,-107.71,-4.00,0xba3821b3f6eed315675e0644007014cd0397a466450373db2ce5a59faffbc3208dbad3793e755485352bb69017b44666b7b6a2d2,52,868,7,125,4/5,0
HWS-003-BACS,1,23,BACS,limo02,1784110503150088118,1784110638038779046,0,0,134888690928,8,-102.31,11.41,0x2c2dd76b7e11645b3672bccb2971b9625648d9092a0471454a711dfdc06e1abaa30e8a79dcba85a7b10febaa8ed4f468aba05e80,52,868,7,125,4/5,0
HWS-003-BACS,1,24,BACS,limo01,1784110507878518774,1784110748658014874,0,0,240779496100,5,-108.01,5.25,0x7091ccffd69f60841c5623e1d905485ac6d7fa923011c6f27ba4acb7e57d9deb99f26edef5baacd3a748ab442314f9c2cf20e5cc,52,868,7,125,4/5,0
HWS-003-BACS,1,25,BACS,limo01,1784110508314848821,1784110602729184071,0,0,94414335250,2,-95.38,-1.19,0x9242ec8e6ed371de6b126eb9fb4b650afa8823d0d9bf58e26c0acfdd70abcbe5e25c8d34bd7d652ea3c9f4eb2e885f2da673da25,52,868,7,125,4/5,0
HWS-003-BACS,1,26,BACS,limo02,1784110513073577775,1784110716360088511,0,0,203286510736,0,-83.80,0.05,0x5d7da10591ee8c0bf02699027416104696c82b71c172ddd53cf4da350e00db954e1911e0df599df2695f40c653029ea7be2f2f33,52,868,7,125,4/5,0
HWS-003-BACS,1,27,BACS,limo01,1784110518013950105,1784110603925786471,0,0,85911836366,7,-97.41,11.46,0xcb8bb5c412ec67c4459378ff2ad3102f487724e674cf6f3ed9971876591a93b8533502599e2204baa70f8532ff8da44048b9c9cf,52,868,7,125,4/5,0
HWS-003-BACS,1,28,BACS,limo02,1784110518860166116,1784110644217440683,0,0,125357274567,10,-108.10,4.60,0x6c7c3bd36ba6264720efa5a37745c14b2478d31caa9ae6c57456a79486db4785f038afda584cb2464d724bc4eb6d19a0f0a15aa8,52,868,7,125,4/5,0
HWS-003-BACS,1,29,BACS,limo01,1784110524649807094,1784110651267535822,0,0,126617728728,5,-108.57,13.09,0x6766d8f77729c74e8e59dc6fbb48b2891c2d7beb7a1ac62b38162f9cb3ad0731ca9717adc7482186443e92b16b8ca228deb14255,52,868,7,125,4/5,0
HWS-003-BACS,1,30,BACS,limo01,1784110528127706796,1784110754345655853,0,0,226217949057,2,-108.94,14.45,0x1d4339fc3fece795bb765eb13d08990fa9767efca6292c7542adabf8db41acc9eff95ebc3401e74477c28bb19249729cfa6eae12,52,868,7,125,4/5,0
HWS-003-BACS,1,31,BACS,limo02,1784110529857063595,1784110616344072124,0,0,86487008529,6,-104.76,7.91,0x8d8893016aa5ba91171ed723610407e87371d94516a162eda1ce63276d4b069306133444f7ced255ac8a8f952068cd99b5174575,52,868,7,125,4/5,0
HWS-003-BACS,1,32,BACS,limo01,1784110534796880719,1784110657035381493,0,0,122238500774,10,-106.69,14.82,0x2db42b36364c268c9d8e7c979c642999d77c0b62a301ada032443f54e242261199a424dc0eb5c7718f368bcbdece1330e0b4eee6,52,868,7,125,4/5,0
HWS-003-BACS,1,33,BACS,limo01,1784110538462244991,1784110712941417643,1784110712941421032,1784110713111042497,174479172652,2,-94.09,13.87,0xc5a30b47ae73748f67ee855774a114c0918cf69aa59724e911cc35b35dde19c731269e5839041787e82e6dede3201344eefb089e,52,868,7,125,4/5,1
HWS-003-BACS,1,34,BACS,limo01,1784110542479541129,1784110711324398532,0,0,168844857403,2,-84.00,2.27,0x464ae62c54d2408db2c3effacd1d788abbeefd42d4d9562c58207eecd255ee3ebb1103adc1b24e998c034f99cceaee90f1223c48,52,868,7,125,4/5,0
HWS-003-BACS,1,35,BACS,limo02,1784110543841718387,1784110696661558815,0,0,152819840428,1,-107.29,-1.06,0x472b2c5d038aec584f340e3b1c8bdb0b3d4c0d970ecd8c36d77ff8e21d672669cfb1c9b43fd9c5eaf0929c6b1dc4bb507c316677,52,868,7,125,4/5,0
HWS-003-BACS,1,36,BACS,limo01,1784110548322926856,1784110980114944542,0,0,431792017686,7,-101.10,2.54,0xaca657f868aac3dc2a538dfbbbc0a2a25b3f72182fb8bd681e89a5b6297023d75893412797940630289cd7c4c98a3e24d0782981,52,868,7,125,4/5,0
HWS-003-BACS,1,37,BACS,limo02,1784110553158718333,1784110878288551066,0,0,325129832733,4,-84.69,3.01,0x8abbb289adaa624487215c722ac222ec0023d47ab397eb3256a150dc2cecfd1128010aba93c0f27976d096975650dff1c6f898f9,52,868,7,125,4/5,0
HWS-003-BACS,1,38,BACS,limo01,1784110557673071517,1784110653609519230,0,0,95936447713,0,-106.75,13.56,0x9e1092ade20e4c5e641f78a8f2c46ab5caa94483b01e3adca117bdcbef65d90cd997528683e9ed25a1f032ffba17710128dbe9c1,52,868,7,125,4/5,0
HWS-003-BACS,1,39,BACS,limo02,1784110559487403658,1784110744767516783,0,0,185280113125,6,-105.30,-0.04,0x121c6dd271ac60dd0ee5dd7cd01ac8e36c85ebf0ac98e076ed50ce789cbb824d186cf6c6c67aab5aba4602b3e7b43ea3a72457e7,52,868,7,125,4/5,0
HWS-003-BACS,1,40,BACS,limo02,1784110564768610973,1784110976998581084,0,0,412229970111,8,-92.21,-1.19,0x5c1465a086d274eee6f244e5e345596bec97ccfd0c1f0a7e5e39c57a1ade526cce0a26e397357990ee7ea51afb5181affeaf9507,52,868,7,125,4/5,0
HWS-003-BACS,1,41,BACS,limo01,1784110567583620990,1784110767131018267,0,0,199547397277,9,-92.39,1.40,0xcb46217046ccb8b41e596eed549b3062f600e3f30bd2af8a4536710cb1dffacc1893af6cde9c2bf7bc46189bb35bc878801c13ea,52,868,7,125,4/5,0
HWS-003-BACS,1,42,BACS,limo01,1784110569048364716,1784110699064224004,0,0,130015859288,6,-90.12,7.25,0x47b27fcca07df25b4a9bb8a9c79d9858d50cad7097cab35940042310e37d2935cf0bca91eb667b3d43c6b2b317c39b8bf23a6438,52,868,7,125,4/5,0
HWS-003-BACS,1,43,BACS,limo01,1784110573564834373,1784110891913564254,0,0,318348729881,7,-87.51,5.79,0xbfad859e43e97392fa9781851169bee7d4ba22392785ac32ec473760b4baf704b8d7fb290245e6d44044f0f6ab56507d3b5bf15c,52,868,7,125,4/5,0
HWS-003-BACS,1,44,BACS,limo02,1784110577515187237,1784110724170437092,0,0,146655249855,9,-103.67,7.60,0x0e9f2bb853a137e9ad2d572c6065fae49c009d3efb6d473db73672c8b05ccc69bcea76f1df25a5b801677af1033d6f9dc1afe184,52,868,7,125,4/5,0
HWS-003-BACS,1,45,BACS,limo02,1784110581862389501,1784110653845225222,0,0,71982835721,2,-81.31,1.32,0x8b4b8689aff2a32dad4d350cb0340f65d41a266ad74158a096b0778cf5c60fb317ce12b3ac6b5a2d97e2b8588dc8a5c8c9feb6e9,52,868,7,125,4/5,0
HWS-003-BACS,1,46,BACS,limo02,1784110584988282517,1784110746586984512,0,0,161598701995,6,-104.63,11.94,0xeb8e0ad2fe34248e8601a13e78fea27acf40e761b4b8e52c000de464a90205e682292b8eb967e8ca98aecd362e1b874d15319c54,52,868,7,125,4/5,0
HWS-003-BACS,1,47,BACS,limo02,1784110587919876237,1784110682049536060,0,0,94129659823,3,-83.53,8.73,0x7e0db7a2c3afbdff6eb6b20f83579baf1b1df44fbbe6b019f37b2fa3c6c25bb9bfbc9a0dc58d745405f174e266a20681abc550d6,52,868,7,125,4/5,0
HWS-003-BACS,1,48,BACS,limo01,1784110590930545953,1784110778129452071,0,0,187198906118,4,-92.27,-4.55,0x7a8595bfd1ff956752ec74d92070c5d9757bd7a557872257b68fbdec54e30e233b60a8855bbbe5ab789cdf427255d474ab948ffb,52,868,7,125,4/5,0
HWS-003-BACS,1,49,BACS,limo01,1784110595758078538,1784110691510413906,0,0,95752335368,5,-88.42,-0.57,0x297070f7ddb96e5981a0220cc97005be3bc45c7c3c016d161d6db3d5690469e0b8b43fe4febc4570c4bda7abf6e45de2edf7f66b,52,868,7,125,4/5,0
HWS-003-BACS,1,50,BACS,limo02,1784110597309991983,1784110851792719680,0,0,254482727697,10,-96.51,11.60,0xc6b1cf448618f63a42824af12e3296b099c077638ae3effc6d7a4671728874f4e8cabd4849b25cade0533dab9e88f42dac5934c9,52,868,7,125,4/5,0
HWS-003-BACS,1,51,BACS,limo01,1784110603145655617,1784110688575734369,0,0,85430078752,7,-104.86,6.02,0x5f0a2b99c127da0ab0b8c1c95cd4d5bb2e9e67590dea0c74c2fce4148840cd7c77403b87f6b5e75d854f9f811bd8587d068a773c,52,868,7,125,4/5,0
HWS-003-BACS,1,52,BACS,limo01,1784110605684359797,1784110780894399668,0,0,175210039871,0,-81.59,7.24,0x45024972a5b50f089b9cbded4cacac567c5eaa375e6ee7c98b909f3fa380dbe63e4396e3004d60416039b2f9de31dc5564f19188,52,868,7,125,4/5,0
HWS-003-BACS,1,53,BACS,limo02,1784110610890098483,1784110742966080387,0,0,132075981904,9,-91.70,6.59,0x46ed5cbd5dd55bd95f5c32419e9ccd473e5cc17d4b4141791633452503b3f54f3a486a6402919284cb245b3690eff613dbbdffa7,52,868,7,125,4/5,0
HWS-003-BACS,1,54,BACS,limo02,1784110611127080901,1784110749499230211,0,0,138372149310,2,-92.17,13.46,0xf4b06b8831e7daed75e3e5cdbd1a1a657d2b395657dbb919c2275d06d79836e5dad424b5ebe3313f19f7da0084c59e821190c433,52,868,7,125,4/5,0
HWS-003-BACS,1,55,BACS,limo01,1784110614981502435,1784110698508683276,0,0,83527180841,7,-81.84,6.96,0x0b93980012401dfff8af293a5a8a0d17259f239981198a469592e36450ca5a8babe086f43d7df5df1fbdf62a8b6c7e8675490772,52,868,7,125,4/5,0
HWS-003-BACS,1,56,BACS,limo01,1784110621004911942,1784110751680577908,0,0,130675665966,8,-89.98,10.99,0xc430777bec4e7555fb094012b4487403585454e64d61b3ac52deffb2ee1726eae8f4bb98ee2de5e3d8c98c18692a155921d97ba0,52,868,7,125,4/5,0
HWS-003-BACS,1,57,BACS,limo02,1784110623624075054,1784110780174206997,0,0,156550131943,1,-107.47,7.23,0x5636a651964eb69bc8f80d14a6d464bb474c42f00b18f54c706e594436e3eb930f479936d8f905b86baafb6d38409d94a251762a,52,868,7,125,4/5,0
HWS-003-BACS,1,58,BACS,limo02,1784110625609291147,1784110814908559092,0,0,189299267945,10,-92.65,-1.69,0xc3cca6aeb83de6fc37b5613491c5ecb328d508d08aa0d5b67364fe3c44de0ee9377abaebb8f67fbc425ec55b3d29df3d103d2f5c,52,868,7,125,4/5,0
HWS-003-BACS,1,59,BACS,limo02,1784110628252043931,1784110870214985852,0,0,241962941921,7,-82.29,0.94,0xdb5258a07abc252b1b0ba5892702337869032da863d17d99c49004d67b597a536b09d5b21d452bc11c7fa7bda207d716cc8ee8e7,52,868,7,125,4/5,0
HWS-003-BACS,1,60,BACS,limo02,1784110633814330352,1784110766948134193,0,0,133133803841,9,-87.57,10.56,0x82ddf675a57c57aad6928ea5e09cd4b645f167967c74b30388c7b41ff69311636a6720671fdcf31f3060231fa6bdf11c262ddd9f,52,868,7,125,4/5,0
HWS-003-BACS,1,61,BACS,limo01,1784110639055294208,1784110702596632502,0,0,63541338294,3,-105.06,14.54,0xccbd9162a0362dbb7a6bc536b92b3494254f3ccfc387f44d8b7c8fe1f145836f9d2edc30fc6a78422a54e9f1a433c9cbfe390e13,52,868,7,125,4/5,0
HWS-003-BACS,1,62,BACS,limo01,1784110641236104749,1784110881037089334,0,0,239800984585,10,-107.68,2.87,0x8e857e6a4b7cb22d259eff0744f82b3a630d02b9280aa4e271f1d192476ba12b752a882be78ead177d0450e07d75e5540a9dfefa,52,868,7,125,4/5,0
HWS-003-BACS,1,63,BACS,limo02,1784110645203389599,1784110771633568536,1784110771633571522,1784110771805640834,126430178937,5,-99.93,3.33,0x76a32e3a6bb9429554c184bf1f6fde94a7cf23f14960fcfe1b263aebb85c9468aa3c8f8a33dba238d66412bc93a70053605a31cd,52,868,7,125,4/5,1
HWS-003-BACS,1,64,BACS,limo01,1784110647129070322,1784110755402851373,0,0,108273781051,7,-81.73,-3.88,0xd4e7f77b98558d9e4b09972ff0362333540440aae25ad76d39d6436dffd5c8a4942d6dab7feebe291bf2a1897ea5329939960344,52,868,7,125,4/5,0
HWS-003-BACS,1,65,BACS,limo01,1784110649971679977,1784110788585156796,0,0,138613476819,4,-89.78,7.96,0xd4842e0b8bcb75cc02963522b910c8ef4a3eb9480d88941e807f01e6b66e374bf4207fe2d949a20a81f3ad108f651eacdbe8722a,52,868,7,125,4/5,0
HWS-003-BACS,1,66,BACS,limo01,1784110653726377533,1784110727900422034,0,0,74174044501,4,-82.68,7.95,0x91db01287aafedfe1d5592c706fff1f23023407517722ac77fe8e03289d584ddad4544113a24e267d0d3ce8d67dc6f58640d5216,52,868,7,125,4/5,0
HWS-003-BACS,1,67,BACS,limo01,1784110658648628748,1784110816605297152,0,0,157956668404,0,-105.77,-3.11,0xc6fdbdc885ca758a902d5d3e0f4d789be70728c57c747e1d2462ab1d329e0c5b7e7155867698460c754b905f64291e5735fca5d7,52,868,7,125,4/5,0
HWS-003-BACS,1,68,BACS,limo01,1784110660498098814,1784110946912753393,0,0,286414654579,8,-84.58,10.34,0x75d1e66ff1a1241e1cff9ff3c87a783f803344e0c1034e8a3710c6a36ebff375438c30d47b863583ad677cd9e4f1b56a1bec2e8f,52,868,7,125,4/5,0
HWS-003-BACS,1,69,BACS,limo02,1784110665784366155,1784110991662567475,0,0,325878201320,0,-97.20,13.27,0x86782daf62c6943ec1bdfbf29b5aecf4b3f00f475a4b0ba9e151616fd6a0670618cc92a57cfe5f999c5df25e5ba1ffc1207e99ab,52,868,7,125,4/5,0
HWS-003-BACS,1,70,BACS,limo02,1784110667175449462,1784110852643038997,0,0,185467589535,0,-109.09,12.51,0xd011b194906659769309e35709469005254efa04c4afd5ccd49ae5fb2d90b3b3c72d6442c5596ae457a455533ee7f70768bcd238,52,868,7,125,4/5,0
HWS-003-BACS,1,71,BACS,limo01,1784110671409827698,1784110878667217353,0,0,207257389655,4,-93.62,10.53,0x6f266eeabe00f285ad5094d5f7e13e15540abb84515ece7ba8ff3f47118e6393413823885978380e7593d8f659020e0574f1aafe,52,868,7,125,4/5,0
HWS-003-BACS,1,72,BACS,limo01,1784110677645838549,1784110848030671821,0,0,170384833272,4,-102.16,7.04,0x5beeea09d455f5bb082a9c4c00a722b3b0eb9a49e7f006d18f7d9c66acdaf333101eb292e881701e10d07a451cca9749c7e2a0b0,52,868,7,125,4/5,0
HWS-003-BACS,1,73,BACS,limo01,1784110678415477785,1784110870701715089,0,0,192286237304,10,-93.91,5.76,0xb16dcebbe7cef25ed7135a1df5709a6ad95596d6594a45472fefbdf7a5801b343ba8ad9fd2a9dc655820ad5e767a317676896b33,52,868,7,125,4/5,0
HWS-003-BACS,1,74,BACS,limo02,1784110685159474520,1784110772317360042,0,0,87157885522,7,-93.04,-1.47,0xa74e194fff640382e636099fb6ddae4260e03db5a3dc0a4ac6f905ad15729796f6d079255663e3561a0329e1a7c4a34116563028,52,868,7,125,4/5,0
HWS-003-BACS,1,75,BACS,limo01,1784110685718775258,1784110771847257165,0,0,86128481907,9,-100.54,11.12,0xad140fc9af4993031ccc16863a89c917fe5f033084312021009440421e4b7c9c1f777a4e586b2cab91fcdaa7ba728297af71bb17,52,868,7,125,4/5,0
HWS-003-BACS,1,76,BACS,limo02,1784110690531373368,1784110868411209118,0,0,177879835750,5,-96.42,8.30,0xc841ce4be0e2da575cbf739231e7661337f94cdb26c2cdb8f9d89b93d981f7d0bf10eb17521f241fd68d86f17e7bc4bb8476751b,52,868,7,125,4/5,0
HWS-003-BACS,1,77,BACS,limo02,1784110692960525969,1784110810284335923,0,0,117323809954,2,-84.54,-1.81,0x6a3f5a30ef97e209b22edc193ed11eb881a6c22f00768c9246c9f7746b5a9f62fb01f071e568e642bff34b996e36c548de01e2ee,52,868,7,125,4/5,0
HWS-003-BACS,1,78,BACS,limo01,1784110696921153720,1784110777708963902,0,0,80787810182,7,-96.32,13.96,0xbb02d9bae3f26a57835acb3695e4ba0c89311b6201d82bfaa73537ead7a0419942e0a5efa3b76b2b354507c432af323357b209ff,52,868,7,125,4/5,0
HWS-003-BACS,1,79,BACS,limo01,1784110702766944480,1784110822298818819,0,0,119531874339,9,-109.49,4.33,0x79ab02a69e5882f9ce95cfca38fc5196220f04a08f04de2a88f58927bb6442cbe270690fbe3f78b3bc5f432a7256f72aa9f625a2,52,868,7,125,4/5,0
HWS-003-BACS,1,80,BACS,limo01,1784110703762868473,1784110751174163245,0,0,47411294772,1,-100.83,-0.23,0x862a3978f3b1e3da591b0f4bab5e0ad93e49fc08e1cf27435d9df0e3cb872fd51e1e44952773627489fa15d7daea32523511942a,52,868,7,125,4/5,0
HWS-003-BACS,1,81,BACS,limo01,1784110708163579760,1784110816114277307,0,0,107950697547,2,-102.09,10.13,0x93ed81184b73fd5a015f96cfef4f09cfb91cb86e1070c6ffc8f0d2e8d2ec124bde2ab67eb1fd145740ba2be577f6a96fa49d2350,52,868,7,125,4/5,0
HWS-003-BACS,1,82,BACS,limo01,1784110713262736427,1784110810082787113,0,0,96820050686,9,-87.93,2.74,0xad1b46ce79790ece6956755cc0dc3ba160127552de67020f463a3a4d822e3cee9fe40abd6366c8b674e283640c3bf56c377316e0,52,868,7,125,4/5,0
HWS-003-BACS,1,83,BACS,limo01,1784110713303588858,1784110927721224312,0,0,214417635454,3,-97.33,10.24,0xd851f94ab39b7309c6dd841896ff572215497233be7cc1ef0be97da463a02facce85dad8b6a98dff7f18cdd5d611562d224e2226,52,868,7,125,4/5,0
HWS-003-BACS,1,84,BACS,limo01,1784110718347295034,1784110826118696308,0,0,107771401274,0,-101.22,0.97,0x65da7d2278f98bd28a043fdb1c2e6bf13aaa20abf4bee1fff953c9b8cb9a0f1ee898c665c176a2d75d43cfbd9aedf490aacc10a8,52,868,7,125,4/5,0
HWS-003-BACS,1,85,BACS,limo01,1784110720482407822,1784110835525310222,0,0,115042902400,5,-98.72,4.81,0x6d3c73d9c80fcd9d4aa9cffe9b3dab2a8f3c66347e0b0e989e4a951ed2a639c0fe814b445b0c302875469a820b3c5bd481adc4e1,52,868,7,125,4/5,0
HWS-003-BACS,1,86,BACS,limo01,1784110725857498177,1784110818536275370,0,0,92678777193,4,-105.69,14.53,0x91fa50789b52dad93ac5b2d82940898ead474b6a4bf8e6b6b3444ee1ab9a3b7aa0a9f05120263315c765444693bfed4aedb7369d,52,868,7,125,4/5,0
HWS-003-BACS,1,87,BACS,limo02,1784110730605495630,1784110918779661666,1784110918779665066,1784110918945019800,188174166036,7,-86.27,9.00,0xd0a35291c63303d4b33cf4efc94b8049fd2980e684d8322358b4ddd5a1890364518833ccc94949bd194576c8fe9a58236430f6c9,52,868,7,125,4/5,1
HWS-003-BACS,1,88,BACS,limo02,1784110732095753162,1784110866062266496,0,0,133966513334,7,-98.36,9.85,0x0f145fd675c8f5cfae91a858a9ceb4749a2f0a2c9d4a941e55aad5ea95ee05c491b98e9f49cab2d52080a103f0c8af7a9b2b864a,52,868,7,125,4/5,0
HWS-003-BACS,1,89,BACS,limo01,1784110737279217201,1784110909387956112,1784110909387960560,1784110909557785148,172108738911,0,-102.61,10.43,0xe0da80aae0f813351a57f845abed32ab8023ed236ffd6d1b20ac3ebccb04a92cb32a98d356f8ce3b838b159258e1d6c12a2790b4,52,868,7,125,4/5,1
HWS-003-BACS,1,90,BACS,limo02,1784110738798768663,1784110957747155566,0,0,218948386903,9,-81.42,-0.19,0xd8bcb9ae64bd0526a25ba896990760cf321c712815d8922a86ec26a7dfc6af4e37193e5e4ac8ecb044165f4f6fc4beb4f7ceca3d,52,868,7,125,4/5,0
HWS-003-BACS,1,91,BACS,limo02,1784110743610311222,1784110845955365490,0,0,102345054268,9,-86.43,-0.23,0x48a9da2a13ecf73dca946e24aa552b87088409bb112a701a1839a50983fddf82534079dfe6f61c272cf34ebf6c4b6ab7fdd7c4dc,52,868,7,125,4/5,0
HWS-003-BACS,1,92,BACS,limo01,1784110748016940297,1784110962756979322,0,0,214740039025,4,-106.41,13.40,0x1899b9057c8793f750c96b09c26512bae6227fb5b4e3285fad0466da23cbb7d52b7d43a53c7626e2379b91385a8290a43776af10,52,868,7,125,4/5,0
HWS-003-BACS,1,93,BACS,limo02,1784110749326797164,1784110875110770974,0,0,125783973810,4,-89.78,-0.38,0xa9f14fb1c1f09cea59223dbc6fdfbf20ab984f89f1f7268da9b79ccc6a2a89f00a47f7a229a8f81250fef8918a98d8b683f00174,52,868,7,125,4/5,0
HWS-003-BACS,1,94,BACS,limo02,1784110755216669524,1784110825957355769,0,0,70740686245,3,-89.45,3.07,0x2521f363a6bf1cb9b9cffd9a1f4957f937cb7af5c97f6a28e3cd23b02ab12e4df5ba21618b887df547e8f27f8eac225e39dfb230,52,868,7,125,4/5,0
